"id","userId","timestamp","keyPressed","isCheating","riskScore","typingPattern","typingSpeed"
"317","10","2025-03-16 09:30:22.879","o",,,,
"318","10","2025-03-16 09:30:23.077","r",,,,
"319","10","2025-03-16 09:30:23.276","d",,,,
"320","10","2025-03-16 09:30:23.194","a",,,,
"321","10","2025-03-16 09:30:25.126","Shift",,,,
"322","10","2025-03-16 09:30:25.63","Shift",,,,
"323","10","2025-03-16 09:30:25.648",")",,,,
"324","10","2025-03-16 09:30:25.953","Shift",,,,
"325","10","2025-03-16 09:30:26.039",":",,,,
"326","10","2025-03-16 09:30:26.983","Shift",,,,
"327","10","2025-03-16 09:30:28.188","Enter",,,,
"328","10","2025-03-16 09:30:28.558"," ",,,,
"329","10","2025-03-16 09:30:28.771"," ",,,,
"330","10","2025-03-16 09:30:34.928","r",,,,
"331","10","2025-03-16 09:30:35.035","o",,,,
"332","10","2025-03-16 09:30:35.192","w",,,,
"333","10","2025-03-16 09:30:35.39","s",,,,
"334","10","2025-03-16 09:30:41.949","=",,,,
"335","10","2025-03-16 09:30:42.206","s",,,,
"336","10","2025-03-16 09:30:42.837","e",,,,
"337","10","2025-03-16 09:30:43.219","t",,,,
